,Unnamed: 0,ID,region_id,private_business,prices,make,model,fuel_type,mileage,reg_year,eng_capacity,color,capacity,dayslive
203,203,d82982b0a6e72b9c4dc247ccb62a15679418ad0b,-18,business,7900.0,vw,up,gaz,27000,2014,1000,white,4,10
204,204,53a2c4487ae1845cd091376f8580faceb3deb262,-11,business,27890.0,vw,golf,diesel,136020,2014,1968,white,5,123
205,205,0893a3f79d1ac22a86e798dab762a1ee9b48f160,-11,private,8750.0,smart,fortwo,diesel,72978,2013,799,white,2,24
206,206,c92e8928a006d83bb2142375ab723341a55e7db8,-11,private,11000.0,ford,focus-sw,gaz,63500,2013,998,brown,5,55
207,207,d42fae4adc6d969577aa1383e7fe23eb82b01735,-6,business,24900.0,bmw,116|serie-1,diesel,15000,2016,1496,white,5,15
208,208,5a7b4d5230d1999ba9cf284a20926ad55a899b68,-13,business,14800.0,audi,a3,diesel,82500,2010,1598,white,5,10
209,209,1f2407d035e219e8399fcee506528768ba5249b9,-15,business,10600.0,mini,cooper,diesel,128149,2008,1600,red,4,31
210,210,c4de616c718ed4512affdee71f2a8d8db659856f,-11,business,7000.0,mg,mgf,gaz,46000,2000,1800,green,2,34
211,211,7a0f8bf07d369d4921cded655be7dc015177fc4e,-11,business,19700.0,peugeot,308-sw,diesel,37699,2017,1560,other,5,56
212,212,03f000224a6ce23364538e8e02f73232e4f013d6,-3,private,3490.0,bmw,320,diesel,359000,1999,1950,green,5,108
213,213,48246a98584edbdeb19342204953515aa1ef4cac,-3,business,1100.0,fiat,punto,gaz,278686,2000,1200,red,5,86
214,214,1daf9fcf9847f5743ffa8237c041d0e6e0afc88e,-11,business,250000.0,rolls-royce,phantom,gaz,21000,2011,6749,red,4,197
215,215,669a68d31dbce3f9d46cc722f01a69c36b4aa2bf,-13,business,15000.0,peugeot,208,diesel,21799,2017,1560,other,5,48
216,216,88b240a3ed5ea8e5a3b8d76246ce475c9dd8559a,-13,business,3600.0,citroen,xsara-picasso,gaz,166400,2003,1600,golden,5,16
217,217,add2111638452bd8d6a7adc21fc9658566b7718b,-13,business,7500.0,ford,fiesta,gaz,194000,2010,1245,white,5,163
218,218,82ed15720a60bde686d8f65284a4b61450e106dd,-11,business,12450.0,seat,ibiza,diesel,95000,2015,1600,white,5,122
219,219,0f28567e9516f2cb020885ba63d6859b0b1f1804,-15,business,21500.0,nissan,qashqai,diesel,23000,2016,1461,white,5,13
220,220,0b06541b2766055522fb095dacdf78ac8630617b,-13,business,6999.0,fiat,punto,diesel,90000,2013,1300,white,5,45
221,221,e2f444b08ce4ff30ad5d15b1446d1df8033b846c,-13,business,1850.0,vw,golf,diesel,428000,1990,1900,red,5,233
222,222,838488b1ac821b830cc3787b537bd49d0105bfb7,-13,business,26500.0,mercedes-benz,a-180,diesel,25000,2017,1461,other,5,28
223,223,a428a63e5c9187a1016d662ec974ff57343e60ec,-15,business,11250.0,seat,ibiza,diesel,65000,2014,1200,white,5,62
224,224,920a2dcfb6f61ef87b36100ebe7db797e70cd4fa,-14,business,13250.0,renault,clio,diesel,91800,2015,1461,white,5,45
225,225,1f25ec8033d9d9b94a51b6df39afb827c5d2aebe,-11,business,13000.0,citroen,berlingo,diesel,38956,2016,1560,other,3,15
226,226,6702644e7b5070148be807c5825e8efe10a890e7,-5,business,26000.0,seat,arona,diesel,500,2018,1598,red,5,57
227,227,c4a21a853f2ffe1dbef56b981bc341f3a55bcfc6,-13,business,24950.0,peugeot,508-rxh,diesel,109000,2015,1997,white,5,56
228,228,afea3e357151e0f855bbb9f59838b6cb3818be29,-11,business,26750.0,nissan,qashqai,diesel,4315,2017,1461,white,5,8
229,229,a17ec5baa613a1eb74db2b3bda5290313c5348f0,-11,business,11150.0,opel,astra,diesel,132993,2013,1248,other,5,8
230,230,9eb1454b081d7ccccc83e11ae20fdc497ef4cc73,-11,business,12990.0,peugeot,308-sw,diesel,140000,2014,1600,blue,5,30
231,231,87946f7053bece7d85c975f692ff1735526396f8,-13,business,3499.0,citroen,c2,gaz,114000,2004,1100,blue,5,99
232,232,7c5d66b06754849396a4d4b7c27a6d74df54d719,-3,business,15475.0,peugeot,508-sw,diesel,145000,2015,1560,other,5,190
233,233,d6d62ba136d125658570e3fea66a8f6440c01f3d,-11,business,14250.0,renault,megane-sport-tourer,diesel,110000,2014,1500,white,5,31
234,234,acf81805f2ab0f288f42ccbf68af2e7e6763b37b,-14,business,18950.0,volvo,s60,diesel,88899,2014,1600,blue,5,48
235,235,b986b778230b6de533b901cbd103673ceed293bd,0,business,19400.0,mercedes-benz,a-180,diesel,96438,2014,1461,other,5,17
236,236,9d4922d4b8880776eb899463b65900b275a9f74b,0,business,18500.0,opel,zafira,diesel,75878,2014,1598,other,7,20
237,237,ccabe83e877ba7ca27a00b6c7aff81be365c7852,-14,business,13200.0,renault,captur,gaz,96100,2014,898,white,5,106
238,238,cf50fb806f8d2881ec6b70a4bbe959f7b0cfe684,-11,business,16750.0,nissan,micra,diesel,20965,2017,1461,other,5,16
239,239,a497a37bbb7c1098628532fac2329c4776e83b29,0,business,22900.0,audi,a3,diesel,40961,2016,1598,other,5,22
240,240,e2410a83a0745d87724ca85a085a8044f3458f12,-10,business,17900.0,fiat,tipo-station-wagon,diesel,22687,2017,1248,blue,5,138
241,241,dbe7982c6c5b5bc3915002547464840ffab574f0,-8,business,14950.0,audi,a3-cabrio,diesel,162830,2008,1900,white,5,42
242,242,63b03f86dbc30ab0a64b154d0351b4af99e3936f,-15,business,23999.0,mercedes-benz,e-250,diesel,235393,2011,2143,white,5,128
243,243,f4a169a8f39fed42c977f7d6ee48fbfc2258e57e,-13,business,2599.0,mitsubishi,carisma,diesel,327000,2002,1900,blue,5,17
244,244,ee059c6189fcf650a10e834b7fc9d2ca8aef4bab,-14,business,14500.0,renault,megane,diesel,80000,2014,1500,other,5,14
245,245,437eb916ea4cc92bb3bbfe4c857e9af34c96dd3b,-14,business,19900.0,mercedes-benz,ml-320,diesel,234415,2006,2987,blue,5,95
246,246,2a3e37bdfd0692219179b0dc1f3820d5ea933a3d,-1,business,6990.0,fiat,500,diesel,128000,2008,1300,white,4,39
247,247,ea45891bca3294f4c9dca45d6fd4e833359e72b7,-11,business,12900.0,renault,megane-sport-tourer,diesel,180000,2014,1600,white,5,70
248,248,b9f8be718aafac91b5903785c0345dc7fc28a2a6,-11,business,12200.0,renault,clio,diesel,97230,2015,1461,other,5,12
249,249,0d8f8436f923fb8a3e9dbd2e9b3c218d6c71802e,-11,business,13000.0,opel,astra,diesel,92742,2013,1248,other,5,18
250,250,c7f1aba372b2ec86378d8ba1ee7b95c61172d3bb,-13,business,26950.0,bmw,525,diesel,189000,2012,2000,white,5,53
251,251,b5ca42ef70aba4657a2e9bc06e02db32ee41ada1,-15,business,5500.0,ford,ka,gaz,100772,2009,1200,blue,5,22
252,252,5746bc5463542f600f9e1bfc1551b29108788ff2,-13,business,21500.0,bmw,216-active-tourer,diesel,54000,2015,1500,white,5,12
253,253,cccd57453a16ca68cb6e745c337d5f950ba6ed58,-11,business,24900.0,audi,a4,diesel,105507,2014,1968,other,5,14
254,254,369582f8cb8cbaf972fb57ea1fd913d7c62dd432,-1,business,26490.0,bmw,220,diesel,158000,2014,1995,red,4,73
255,255,f8ee1412ee8e81e685968ec26c651b69de355f52,-11,business,28500.0,mercedes-benz,cla-180,diesel,29000,2017,1461,blue,5,84
256,256,52296b87a7d9aa28a03c8cd200437497d3c8bb44,-13,business,24500.0,mercedes-benz,a-160,diesel,19000,2017,1461,white,5,33
257,257,1db911f97a8c452962ae04b752c80f234a8b19a8,-13,business,18990.0,renault,megane,diesel,45898,2016,1461,red,5,148
258,258,536e8274fc60445000a41723dbe5b60930c8d3a1,-11,business,14900.0,seat,leon-st,diesel,76341,2014,1598,other,5,69
259,259,19b865ae8a4a87c628175445cc8977916c045fc6,-15,business,32990.0,peugeot,508,diesel,19000,2017,1997,white,5,149
260,260,12fc4d6a0a8d5ffd0f23bd5e8233a457585a697e,-13,business,17990.0,opel,astra,diesel,14817,2017,1598,red,5,13
261,261,cea9efe7fdaa61339d915d86254f8ef63301841e,-13,business,6950.0,fiat,500,gaz,69000,2008,1242,white,5,9
262,262,0746cb9ae8c93b0d8236176b9b196bbfed78ded2,-11,private,6900.0,lancia,y,gaz,56000,2013,1242,beige,5,12
263,263,fe5c031237cf98772f8098fcf42fecd3bd15e55f,-1,business,32650.0,jeep,compass,diesel,50,2018,1600,white,5,29
264,264,0af6a3a460b0de7058f2754f0475ae0b5f2429be,-11,business,16740.0,opel,astra,diesel,34436,2017,1600,white,5,40
265,265,ec22a8a6303ae2bf384b304b692e8054e737e245,-3,business,24800.0,mitsubishi,l200,diesel,31000,2018,2400,white,3,8
266,266,d47273ffe908a8f9308f4f198e5fce7e23afcea2,-3,business,10490.0,hyundai,i10,gaz,33000,2017,1000,white,5,139
267,267,3215bdbc460666c2a3da994ae70040fe828bfbf9,-13,business,17500.0,audi,a3-sportback,diesel,167263,2010,1968,blue,5,62
268,268,fe985f3f4f52d169f8d27e01e10b1dff2a9e6942,-11,business,19480.0,peugeot,508-rxh,hibride-diesel,81147,2013,1997,brown,5,10
269,269,254248cf278160806067a78f46e04b7f2b7c77fb,0,business,9900.0,nissan,micra,gaz,28493,2017,1198,white,5,42
270,270,b8d6230ba7df22fa5c39808528be81ba88e9fa38,-15,business,11990.0,renault,clio-sport-tourer,diesel,190000,2013,1500,red,5,126
271,271,d6f2d28733b9db16e928ed19d1ab4360c3edbece,-10,business,10450.0,skoda,fabia,gaz,54926,2016,999,golden,5,8
272,272,08e3805c3293674ca9f3ebb5c9b27c27e3686758,-15,business,19000.0,mercedes-benz,a-180,diesel,36100,2015,1461,white,5,21
273,273,7357fd372e1b2f14288365e4df1234ac36309f61,-11,business,9600.0,renault,grand-espace,diesel,150000,2006,3000,other,6,33
274,274,3e0a46a57df0119186250f795d7b7ebdac1f80c1,-15,business,26990.0,peugeot,traveller,diesel,18898,2018,1499,white,9,109
275,275,815e8c08b01f7bbd32c81da36f317817ea146347,-13,business,650.0,daewoo,matiz,gaz,200710,2000,800,golden,5,14
276,276,7b7e9fb444a0568ed135e08a5d904cae3c71d917,-15,business,18490.0,peugeot,208,diesel,9800,2018,1560,white,5,81
277,277,cb24cabe46fcd055140fdaba064e9b28be91729f,-13,business,12350.0,peugeot,208,diesel,111000,2015,1400,blue,5,28
278,278,4ba115742715cbdf8827b7d2a681ed4b85dc8cc6,-11,business,15900.0,vw,tiguan,gaz,49923,2012,1390,white,5,31
279,279,042a5ce713937eef174d706afbb4e7be74045142,-10,business,23900.0,nissan,qashqai,diesel,17839,2016,1461,red,5,69
280,280,d145e6e9ad6b5cf2cc1cbf0121255aa51c39032e,-13,business,18500.0,nissan,qashqai,diesel,104000,2015,1600,white,5,10
281,281,d104d77164e7077a8376b7c668465e905b78fe45,0,business,20450.0,renault,megane-sport-tourer,diesel,61989,2017,1461,white,5,33
282,282,2a6a710462f939255a08dfcacf7083a2a2d3b8ec,-11,private,18750.0,jaguar,xf,diesel,144033,2008,2700,green,5,10
283,283,3e0458ef52a4562ccbe7f7057f5861df78ac6654,-11,business,18600.0,opel,zafira,diesel,54149,2014,1598,other,7,8
284,284,42675b274d7f50a30ec96c8e8a6b702fb83ec02b,-3,business,12990.0,seat,ibiza,diesel,62000,2017,1400,white,5,20
285,285,36b8a1392dbb50188271583847dde28ac849a027,-13,business,21750.0,nissan,qashqai,diesel,29100,2017,1461,other,5,7
286,286,06921ba5f4f5c6ae092a02ddc3d73d1b7ebd9714,-11,business,3990.0,bmw,318,gaz,200000,1999,1800,blue,5,14
287,287,29bac78c8f26bffa9d5d40916e9b0c9d4efedcac,-10,business,13900.0,citroen,c4,diesel,82730,2015,1560,white,5,53
288,288,2081a25c574063afe24d3679340170832805ccd7,-11,business,10750.0,seat,ibiza,diesel,99399,2014,1199,other,5,51
289,289,e624425ba9aee85f7b2d420e533e89763d51dde8,-13,business,15850.0,peugeot,508-sw,diesel,129000,2015,1600,white,5,22
290,290,1aa1165e78b9b9af57f077ce2f63856932cc2b7d,-13,business,8500.0,alfa-romeo,mito,diesel,77000,2010,1300,red,5,40
291,291,95f559d9c0a2c4cdca81feeb19ac79e5f10e6f55,-15,business,49900.0,mercedes-benz,cla-45-amg,gaz,25000,2016,1991,white,5,69
292,292,4e8cbacea2f53287a96ff5d83562eca1e008b6cc,-15,business,19650.0,mercedes-benz,c-180,diesel,178294,2015,1600,blue,5,34
293,293,d8597f4af3aaa74b4e3de805897c565fb71eeaa3,-8,business,9850.0,citroen,c4-grand-picasso,diesel,149134,2007,1600,other,7,41
294,294,d1a800ff8a0d8b54a731af783ddffd31d3ec1d3f,-11,business,7990.0,vw,new-beetle-cabriolet,gaz,100000,2006,1400,blue,4,50
295,295,6e9f511bc549d5c9695b00555759d6fbcd3121e0,-11,business,17400.0,vw,golf-variant,diesel,72413,2015,1598,other,5,49
296,296,9bed4e9cf0b0d9fe6050946004503e87f2986a9d,-1,business,11750.0,bmw,116,diesel,1,2016,1496,white,5,17
297,297,a4c9b3bb06518c3d95f9c8a0ebcf6aed7042e867,-11,business,11900.0,land-rover,range-rover,diesel,254000,1996,2494,green,5,8
298,298,34f59f3d1d002bb1a3d61901008f96e2cf4b6658,-1,business,16900.0,bmw,116,diesel,133000,2014,1600,white,5,9
299,299,497e0395faa78b2762f00eef473605197f45b019,-11,business,16995.0,opel,astra,diesel,29311,2017,1600,blue,5,20
300,300,37a6132e669b2d78a3c4378faa974f9477c9fee0,-11,business,12800.0,renault,clio,diesel,73378,2015,1461,other,5,14
301,301,6b26d79b42edb0c5b40dacecfb5612e05d5fa7d0,-1,business,14490.0,ford,fiesta,gaz,5,2018,1100,blue,5,44
302,302,dfb233885f8395ebcd35d6e6590978dab5a7f56c,0,business,15900.0,renault,captur,gaz,24644,2017,898,blue,5,38
303,303,9008ecce51289ea086bd1fbb9f48390a3ebb4b66,-15,business,34500.0,audi,tt,diesel,56653,2015,1998,white,4,80
304,304,39b3b144df91537075955345e9999167c55a1ab5,0,business,21900.0,nissan,qashqai,diesel,58597,2016,1461,white,5,66
305,305,840fe69ec8cc0f5bc62c4710c8039a1f8b810dbd,0,business,26700.0,audi,a6,diesel,86959,2013,1968,other,5,112
306,306,f27823123a42d22403e18630fd8ece7cc52d9f1f,-11,business,11900.0,bmw,118,diesel,235569,2005,1995,blue,5,33
307,307,860b7766e07a58a584fa6016630294ad62ebc171,-15,business,26500.0,mercedes-benz,a-180,diesel,32000,2015,1461,white,5,44
308,308,58e8b287cdf9298cf854252080632cda6edb7e7f,-3,business,10900.0,renault,clio,diesel,101000,2013,1500,white,5,28
309,309,7dd462dc9b5dad6ecf060d213848f00e0f187220,-13,business,12490.0,skoda,fabia,gaz,17660,2017,999,white,5,75
310,310,7168b95e666b276a45624832f95df3a214450dad,-11,business,15990.0,seat,ibiza,diesel,65422,2014,1598,white,5,38
311,311,6a58c14b04a5ea8c0b75d9db74b2410e7ef9d35d,-1,business,6250.0,smart,fortwo,gaz,55605,2008,1000,white,2,10
312,312,0d27f1a44eb36677ee226a02d2df7568a0476110,-13,business,9850.0,renault,megane-sport-tourer,diesel,141000,2009,1500,white,5,11
313,313,3d97bf6d6a1e33d5e1b5bee1d8e213a26682799a,-6,business,17490.0,opel,astra,gaz,12813,2017,1000,golden,5,54
314,314,c6e6eb0fd3c2e338008adfe25508e2c7183e4ac1,-1,business,12950.0,hyundai,i20,gaz,1500,2017,1200,white,5,66
315,315,98005189c0717964f5c75b7c578f4aa800b47a78,-11,business,99500.0,porsche,991,gaz,33500,2012,3800,blue,4,77
316,316,d279c98e94cd199d2be74ff4639e86e6ff965a02,-3,business,19900.0,kia,sportage,diesel,129000,2013,1700,white,5,77
317,317,84a5915943eb247d829c9bbc15b2091de24798f0,-1,business,23750.0,mazda,3,diesel,11000,2017,1500,white,5,167
318,318,f32c30b92a1c881002703095436ccdd6972e35bd,-11,business,12240.0,fiat,500,gaz,19295,2017,1242,white,4,130
319,319,ef2434ad15bf65056e9e12454e3ec4917af10cad,-11,business,2490.0,peugeot,307,gaz,102000,2002,1400,green,5,7
320,320,19889cb22725c58d95460a11fb569d78d8ee2df8,-15,business,3999.0,renault,megane,gaz,107000,2004,1400,blue,5,46
321,321,30262d7b540cea48f8bacdfd4ca837a40a9e8d0c,-11,business,18300.0,peugeot,308-sw,diesel,63976,2016,1560,other,5,42
322,322,1ebfb6b9893d1c6c57ff31c603b917bcebe68aef,-8,business,26900.0,mini,cooper,diesel,11402,2017,1600,white,5,16
323,323,b31ac78718a974f6b6573b701b39f01d0f01c74b,-1,business,12500.0,renault,megane-sport-tourer,diesel,124000,2012,1500,white,5,124
324,324,62d9414c725b4b6c1bf9dd376e5e284f6b53f6f7,-10,business,14900.0,audi,a3,diesel,107840,2011,1598,blue,5,11
325,325,659626f1bf8afaa1e266e602890cd6e67e45986c,-11,business,9900.0,fiat,500c,gaz,72000,2010,1242,white,4,20
326,326,551578e765b3f79e733b991178a74bfeda198405,-8,business,13950.0,mercedes-benz,sl-500,gaz,181824,1990,4973,blue,5,35
327,327,362c3bba6d32ca61a8d635e5188b2c345962e650,-11,business,2490.0,citroen,c3,diesel,290000,2002,1400,blue,5,9
328,328,d96b9880c8d396c1180c5a76037af56a12e47e1e,-11,business,21480.0,nissan,qashqai,diesel,31704,2015,1461,white,5,7
329,329,a2f0b1e35c77d39014ea2c21f8fbe0701ce084e6,-1,business,23950.0,porsche,cayenne,gaz,166000,2004,4500,green,5,71
330,330,50d9bd149cec19d92ce8e4dd48c7fa8dba0942c4,-11,business,19000.0,audi,a3-sportback,diesel,72451,2015,1598,other,5,18
331,331,1a3df8549a9710322ded9a7556d122989409c0ea,-15,business,15990.0,ford,focus-sw,diesel,52048,2016,1500,golden,5,37
332,332,b3b0a7998f3379cb3d2c127371bf6541498eecbe,-14,business,17700.0,bmw,116,diesel,87620,2014,1598,other,5,14
333,333,d044058d44d22dcffaac4778ea47eed59286beb5,-11,business,8350.0,seat,ibiza,diesel,110598,2014,1199,other,5,14
334,334,c72e00621ed121759f407082ab34027d46e6b20b,-13,business,13950.0,citroen,ds3,diesel,88000,2014,1600,red,5,118
335,335,ce406b4e0504279de56d0540ab60121f47366235,-11,business,39000.0,bmw,535,diesel,76968,2014,2993,other,5,7
336,336,3704ed95c13b15639c714132642461b63698c222,0,business,14900.0,opel,insignia,diesel,75154,2013,1956,other,5,36
337,337,64f916ce6e0d6c269d63ccc0317a6aa2c7e3be6d,-11,business,29900.0,vw,polo,gaz,1950,2018,1968,white,5,182
338,338,79cabc4d28dbfdd24474d4ee7441c300fc9c49ae,-11,business,7600.0,suzuki,swift,gaz,160000,2011,1200,white,5,137
339,339,98c076a76268ba855a024262f5238618e5032198,-13,business,18800.0,volvo,v40,diesel,96600,2013,1600,white,5,35
340,340,1db72090ca6b8624a155a3a9cd59b4123467ea71,-15,business,14900.0,vw,polo,diesel,22000,2016,1422,brown,5,30
341,341,69d288e6abe78e24b9a70ec19b512bb4108500f3,-13,business,28950.0,toyota,gt86,gaz,78000,2012,2000,orange,4,113
342,342,d5c65692235c505c53f3986002e8b50728392d5a,-13,business,16250.0,renault,clio-sport-tourer,diesel,21455,2017,1461,white,5,179
343,343,fc2aee811f25b7ce40af99e832310de583c3ccd9,-11,business,13890.0,renault,clio-sport-tourer,gaz,19175,2017,898,white,5,59
344,344,4bdb566d176483cc75cd9983bae602cf5885b491,-3,business,36800.0,audi,a6-avant,diesel,114919,2015,2000,blue,5,15
345,345,a5f536640c583ad262e932b8114e0041360aaf34,-11,business,39400.0,bmw,535,diesel,102002,2013,2993,other,5,36
346,346,d992df4cded07f686a6c140a4064afd6b449acbe,-14,business,19000.0,mercedes-benz,cls-320,diesel,240000,2007,3000,golden,5,21
347,347,db6529dcbf9cbc42322d8ef6a3df51518c95bdf8,-4,business,10990.0,audi,tt,gaz,115000,1999,18900,other,2,7
348,348,674ce19a58a246ffe06d675ff448177fc7cdb70a,-11,private,15500.0,nissan,juke,gaz,30900,2016,1200,white,5,25
349,349,2bde0859c8a35d8c12e7068e7e8b27aae5b66f3e,-11,business,19250.0,renault,scenic,diesel,47856,2013,1598,white,5,79
350,350,0c2a34a2c4ee5dfceb0fbe6ad0acc988f8d338e6,-13,business,12850.0,seat,ibiza,gaz,13000,2017,1000,blue,5,178
351,351,8ba70c99c8cd30075d8910ff4ec807408b9deecd,-3,business,24650.0,volvo,v40,diesel,13541,2014,1969,blue,5,28
352,352,c111d19d8bdcabcbaa64801c27a48048802cde93,-13,business,16590.0,peugeot,308-sw,diesel,89000,2016,1560,white,5,28
353,353,39f1f997e651a198b3add93e89510d22ed66726e,-11,business,11250.0,fiat,500,gaz,37000,2015,1242,white,4,30
354,354,623db0a41395306bdbddef27287c9f45f3072ed4,-3,business,25800.0,mercedes-benz,c-220,diesel,121884,2013,2200,blue,5,128
355,355,57372626cfd2ce3215ed38c6dcb2f7f56f05bd97,-11,business,15700.0,vw,golf,diesel,59063,2014,1598,other,5,78
356,356,7b65b0265477f3d28ad7d73d2a8021ec94d863ea,-13,business,21750.0,mercedes-benz,a-180,diesel,104026,2014,1461,white,5,33
357,357,6167250c2d4915698ceded128f61eb955312383c,-11,business,9350.0,vw,polo,gaz,41500,2015,999,white,5,11
358,358,2c1456c3f567500e4a7780c6300d9eebdb0f9fbc,-2,business,10950.0,fiat,punto,gaz,5,2018,1242,white,5,131
359,359,43edaea40efee721bbed23e08a42ade639eb6317,-13,business,27500.0,bmw,x5,diesel,116000,2008,2998,blue,7,214
360,360,6e3863f638dc5715fbca7c936cdea77aa7caa1c6,-13,business,6700.0,opel,corsa,diesel,108000,2007,1248,white,5,19
361,361,48a6af993663fff2326c1d8f7bd701bb7a53bb28,-11,business,1800.0,peugeot,206,gaz,154749,1999,1100,blue,5,47
362,362,422eacee9d74a70312599bd55d692e8cc3e83df5,-2,business,17950.0,peugeot,2008,gaz,1440,2017,1199,white,5,48
363,363,20290e2458462332ca7b70d4ab7654bab436ee84,-11,business,13250.0,citroen,c3,gaz,7660,2017,1199,white,5,67
364,364,2fb4ebdaa1de32504dc04cb025dee6b9d49dca31,-8,private,7400.0,citroen,c4-grand-picasso,diesel,231176,2007,1600,golden,7,12
365,365,794dbd93f84490ca84e1d4e0133522ecfbb38d89,-11,business,9900.0,fiat,500,gaz,38436,2013,1200,blue,5,10
366,366,a6fd11b20dfb0ff827c6ed910d147a63f799638b,-3,business,12900.0,ford,focus,diesel,115700,2012,1600,red,5,38
367,367,1e72eec8233b9a0732b23442da900de7d8a16b87,-10,business,15250.0,renault,captur,gaz,27321,2017,898,orange,5,8
368,368,a8e0f683692bf37c695f71f561e55d9bf72178d2,-13,private,25000.0,peugeot,508-rxh,hibride-diesel,129538,2012,2000,white,5,98
369,369,0dba4c43e399e182bacfc594b40aee83263ce2fb,-10,business,7490.0,mercedes-benz,c-220,diesel,235730,2003,2200,blue,5,59
370,370,156c54b7204e3aeb6940cf47ee8ee988e756c334,-13,business,13750.0,renault,megane-sport-tourer,diesel,101126,2014,1500,other,5,78
371,371,163562cb0434435aa91673814a94ef0fdbc65042,-11,private,2250.0,renault,espace,diesel,290000,1999,2200,blue,7,26
372,372,2613ab39d0c87194d81c643cf0234b8f3de104dc,-11,business,23500.0,renault,megane-sport-tourer,diesel,18082,2016,1600,red,5,17
373,373,20e817bd79271bdb3b56448a1000d91f5e60294c,-16,business,2750.0,honda,jazz,gaz,207000,2001,1200,blue,5,8
374,374,57593a6015c2a45ad766329343b200bb66e4754d,-3,business,7950.0,mercedes-benz,c-220,diesel,218000,2003,2143,blue,5,10
375,375,017746c63573123d8b1b4b6cfe26eb325d7575a4,-11,business,26900.0,mercedes-benz,e-220,diesel,165000,2011,2143,white,4,73
376,376,2deeafb81ca17fdb66af2ff31816af80832b1992,-13,business,17600.0,vw,passat,diesel,40177,2014,1598,other,5,9
377,377,2f62c4aacea9463aeefe60a4e6f8b7058249af7d,-11,business,2400.0,peugeot,206,diesel,229781,2004,1400,white,5,24
378,378,9bdb2581fabf6b2e824dd710460e3b0f639a08ff,-11,business,14750.0,volvo,v40,diesel,161000,2014,1560,blue,5,105
379,379,09ad05564147c994ef4670628b41c10cb48ab91e,-5,business,17500.0,seat,ibiza,diesel,11500,2018,1598,white,5,30
380,380,05f197c58cdd785c1a383a72d9024762e34d86ae,-11,business,3900.0,renault,laguna-break,diesel,223000,2004,1900,blue,5,12
381,381,fc42c20512b63dfbfbdbee9acedeb9cd56d9e3bc,-13,business,8500.0,smart,fortwo,diesel,120000,2014,700,white,2,53
382,382,c6014da194b2b929ddc0abbed1a51ec0b83831ce,-11,business,11150.0,vw,polo,diesel,104176,2014,1422,other,5,34
383,383,1a08b3485ab5edd59e8277e70d0dfea6a335a9fd,0,business,23750.0,bmw,116,diesel,41349,2017,1496,white,5,42
384,384,6200dea9a036bad7a20d695a48310780406e6225,-11,private,13500.0,fiat,500,gaz,12500,2017,900,white,4,16
385,385,6c9f34406121502c5d49884a242b7da0915d1123,-3,business,13999.0,peugeot,308-sw,diesel,149000,2015,1600,white,5,56
386,386,108e3f77d5bfd25d000c3a60958db4eb201ec077,-15,business,11900.0,citroen,ds3,gaz,55670,2014,1199,white,5,17
